Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
05.09.5416;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 45, Segment 138. Dokumentation gem. DAfStb-Richtlinie, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;33.51;Kabelbau
01.05.5424;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 37, Segment 365. Dokumentation gem. DIN 18300, DIN 1998, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;4.18;Kabelbau
09.06.5432;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 4, Segment 332. Dokumentation gem. DIN 1998, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;77.32;Kabelbau
05.04.5440;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 8, Segment 155. Dokumentation gem. DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;16.83;Kabelbau
01.05.5448;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 40, Segment 175. Dokumentation gem. DIN 1045‑2, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;87.81;Kabelbau
09.10.5456;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse N2XY 4x25 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 42, Segment 218. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;45.34;Kabelbau
05.04.5464;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 24, Segment 112. Dokumentation gem. DIN 1045‑2, DIN EN 206. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;89.58;Kabelbau
01.12.5472;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 10, Segment 156. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN 1998. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;87.27;Kabelbau
09.07.5480;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 9, Segment 490. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;59.95;Kabelbau
05.10.5488;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 47, Segment 131. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;13.54;Kabelbau
01.03.5496;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 36, Segment 484. Dokumentation gem. DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Messprotokoll.;m;56.01;Kabelbau
09.06.5504;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 39, Segment 31. Dokumentation gem. DAfStb-Richtlinie, DIN 1998. Abrechnung nach m. Nachweis: Materialzertifikate.;m;42.03;Kabelbau
05.10.5512;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 19, Segment 209. Dokumentation gem. DIN 1045‑2, DIN 1998. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;49.86;Kabelbau
01.07.5520;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 17, Segment 366. Dokumentation gem. DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;56.94;Kabelbau
09.12.5528;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 21, Segment 245. Dokumentation gem. TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;22.59;Kabelbau
05.07.5536;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse N2XY 4x25 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 45, Segment 277. Dokumentation gem. DIN 1045‑2, DIN EN 206. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;22.27;Kabelbau
01.10.5544;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse N2XY 4x25 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 33, Segment 153. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: As‑Built.;m;23.27;Kabelbau
09.11.5552;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse H07RN-F 5G16 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 24, Segment 386. Dokumentation gem. DIN 1045‑2, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;48.3;Kabelbau
05.10.5560;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 41, Segment 154. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;53.1;Kabelbau
01.04.5568;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 36, Segment 270. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;27.78;Kabelbau
09.08.5576;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 13, Segment 443. Dokumentation gem. DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;20.58;Kabelbau
05.04.5584;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 47, Segment 105. Dokumentation gem. DIN 4124, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;43.57;Kabelbau
01.02.5592;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 14, Segment 100. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2. Abrechnung nach m. Nachweis: Messprotokoll.;m;62.79;Kabelbau
09.12.5600;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 47, Segment 318. Dokumentation gem. DIN 1045‑2, DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;72.97;Kabelbau
05.07.5608;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 48, Segment 283. Dokumentation gem. ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;23.41;Kabelbau
01.07.5616;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 10, Segment 32. Dokumentation gem. DAfStb-Richtlinie, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;7.28;Kabelbau
09.03.5624;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 2, Segment 471. Dokumentation gem. DIN 1998, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;27.13;Kabelbau
05.01.5632;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 50, Segment 452. Dokumentation gem. DIN 1045‑2, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;80.45;Kabelbau
01.01.5640;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 22, Segment 407. Dokumentation gem. DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;35.09;Kabelbau
09.12.5648;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 5x10 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 10, Segment 336. Dokumentation gem. DIN 18300, DIN EN 1610. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;19.59;Kabelbau
05.09.5656;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 15, Segment 17. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;8.2;Kabelbau
01.06.5664;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 33, Segment 67. Dokumentation gem. DIN 1045‑2, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;88.73;Kabelbau
09.06.5672;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse N2XY 4x25 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 26, Segment 112. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;43.87;Kabelbau
05.03.5680;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 4x16 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 7, Segment 97. Dokumentation gem. DIN 1045‑2, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;31.84;Kabelbau
01.06.5688;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 4, Segment 164. Dokumentation gem. DIN 18300, DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;77.72;Kabelbau
09.03.5696;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 25, Segment 152. Dokumentation gem. DIN 1045‑2, DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;29.79;Kabelbau
05.03.5704;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 24, Segment 482. Dokumentation gem. DIN 1045‑2, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;35.39;Kabelbau
01.09.5712;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 37, Segment 29. Dokumentation gem. DIN 18300, DIN 1998, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;79.9;Kabelbau
09.09.5720;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 46, Segment 398. Dokumentation gem. DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;10.48;Kabelbau
05.06.5728;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 37, Segment 373. Dokumentation gem. DIN 18300, DIN 4124, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;7.67;Kabelbau
01.05.5736;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 33, Segment 137. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;41.76;Kabelbau
09.07.5744;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 42, Segment 29. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN EN 206. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;57.46;Kabelbau
05.12.5752;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 9, Segment 231. Dokumentation gem. DIN 18300, DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;22.35;Kabelbau
01.11.5760;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 26, Segment 53. Dokumentation gem. DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;54.06;Kabelbau
09.07.5768;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 14, Segment 495. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;33.99;Kabelbau
05.06.5776;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 4, Segment 100. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;75.06;Kabelbau
01.07.5784;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 39, Segment 481. Dokumentation gem. DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;15.37;Kabelbau
09.12.5792;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 8, Segment 299. Dokumentation gem. DIN 18300, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;41.43;Kabelbau
05.09.5800;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 41, Segment 311. Dokumentation gem. DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;87.98;Kabelbau
01.09.5808;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 36, Segment 161. Dokumentation gem. TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;29.02;Kabelbau
09.09.5816;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 4, Segment 429. Dokumentation gem. DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;34.02;Kabelbau
05.10.5824;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 21, Segment 481. Dokumentation gem. DAfStb-Richtlinie, DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;50.12;Kabelbau
01.03.5832;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 33, Segment 163. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;49.91;Kabelbau
09.07.5840;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 9, Segment 1. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;67.92;Kabelbau
05.01.5848;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 39, Segment 78. Dokumentation gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;80.86;Kabelbau
01.06.5856;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 47, Segment 181. Dokumentation gem. DIN 18300, DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;34.14;Kabelbau
09.01.5864;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 22, Segment 334. Dokumentation gem. DIN 1045‑2, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;22.25;Kabelbau
05.11.5872;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 38, Segment 492. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2. Abrechnung nach m. Nachweis: Materialzertifikate.;m;30.74;Kabelbau
01.01.5880;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 21, Segment 429. Dokumentation gem. DIN 18300, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;46.43;Kabelbau
09.05.5888;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 17, Segment 220. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 4124. Abrechnung nach m. Nachweis: Messprotokoll.;m;74.33;Kabelbau
05.11.5896;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 1, Segment 101. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 1998. Abrechnung nach m. Nachweis: As‑Built.;m;77.51;Kabelbau
01.03.5904;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 34, Segment 280. Dokumentation gem. DAfStb-Richtlinie, DIN EN 1610. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;69.82;Kabelbau
09.05.5912;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Warnband, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 15, Segment 161. Dokumentation gem. DIN 18300, DIN 1998. Abrechnung nach m. Nachweis: Materialzertifikate.;m;74.18;Kabelbau
05.12.5920;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 37, Segment 78. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;69.84;Kabelbau
01.05.5928;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 48, Segment 19. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN 4124. Abrechnung nach m. Nachweis: As‑Built.;m;43.06;Kabelbau
09.03.5936;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 46, Segment 442. Dokumentation gem. DIN 1045‑2, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;44.71;Kabelbau
05.08.5944;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 25, Segment 368. Dokumentation gem. DIN 1045‑2, DIN 1998, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;75.42;Kabelbau
01.02.5952;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 5, Segment 400. Dokumentation gem. DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;80.41;Kabelbau
09.08.5960;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 7, Segment 86. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;58.86;Kabelbau
05.11.5968;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 44, Segment 168. Dokumentation gem. DIN 1998, DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;6.07;Kabelbau
01.10.5976;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 14, Segment 405. Dokumentation gem. DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;59.04;Kabelbau
09.09.5984;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 5, Segment 285. Dokumentation gem. DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;74.14;Kabelbau
05.07.5992;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 23, Segment 268. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;52.36;Kabelbau
01.02.6000;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 2, Segment 61. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;77.8;Kabelbau
09.09.6008;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 17, Segment 96. Dokumentation gem. ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;73.53;Kabelbau
05.05.6016;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 9, Segment 250. Dokumentation gem. DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;56.52;Kabelbau
01.12.6024;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 31, Segment 401. Dokumentation gem. DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;70.05;Kabelbau
