Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
12.03.6635;Fertigteilschacht DN800 setzen;Fertigteilschacht DN2000, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 34, Segment 277. Ausführung gem. TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;957.58;Schachtbau
01.02.6636;Asphalteinbau AC 22 T S 4 cm;Asphalteinbau: SMA 11 S Dicke 9 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 47, Segment 236. Verdichtung und Ebenheit nach DIN 1998, DIN 4124. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;33.98;Straßenbau
02.10.6637;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Granit Großpflaster 14/17, Bettung 4 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 25, Segment 194. Ausführung nach DIN 1045‑2, DIN 1998. Abrechnung nach m². Nachweis: Messprotokoll.;m²;25.5;Pflaster
03.09.6638;Ortbeton C45/55 herstellen;Ortbetonbauteil in Klasse C40/50, Expositionsklasse XA1, Sichtklasse SB3. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 7, Segment 14. Ausführung gem. DAfStb-Richtlinie, DIN 18300, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;30.79;Betonbau
04.06.6639;Entwässerungsleitung DN150 KG;Entwässerungsleitung DN315 aus KG mit Gefälle 1.28 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, TV-Inspektion. Abschnitt 9, Segment 242. Ausführung nach DAfStb-Richtlinie, DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;22.14;Entwässerung
05.12.6640;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 14, Segment 339. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;5.68;Kabelbau
06.08.6641;Erdarbeiten Aushub bis 1.58 m;Erdarbeiten: Aushub bis 2.54 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 25, Segment 353. Ausführung nach DIN 18300, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;26.74;Erdarbeiten
07.02.6642;Leitung DN200 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN50 aus PP-HM in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 39, Segment 417. Dichtheitsprüfung gemäß DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;4.49;Leitungen
08.08.6643;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1500, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 40, Segment 129. Ausführung gem. DIN 1998, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;556.27;Schachtbau
09.01.6644;Asphalteinbau SMA 8 S 8 cm;Asphalteinbau: PA 11 Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 49, Segment 320. Verdichtung und Ebenheit nach DIN 1998, DIN 4124. Abrechnung nach m². Nachweis: As‑Built.;m²;35.46;Straßenbau
10.12.6645;Pflaster Granitpflaster 8/10 liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 4 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 39, Segment 135. Ausführung nach DIN 1045‑2, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;26.02;Pflaster
11.08.6646;Ortbeton C40/50 herstellen;Ortbetonbauteil in Klasse C45/55, Expositionsklasse XC3, Sichtklasse ohne Sichtanforderung. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 16, Segment 429. Ausführung gem. DIN 1045‑2, DIN 18300, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;51.4;Betonbau
12.04.6647;Entwässerungsleitung DN800 PP-HM;Entwässerungsleitung DN1000 aus KG mit Gefälle 1.04 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Druckprüfung. Abschnitt 22, Segment 5. Ausführung nach DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;77.9;Entwässerung
01.09.6648;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Warnband, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 3, Segment 470. Dokumentation gem. DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;46.85;Kabelbau
02.07.6649;Erdarbeiten Aushub bis 1.67 m;Erdarbeiten: Aushub bis 2.68 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 33, Segment 350. Ausführung nach DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;50.37;Erdarbeiten
03.05.6650;Leitung DN75 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN355 aus PE100-RC in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 7, Segment 65. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;8.37;Leitungen
04.03.6651;Fertigteilschacht DN1000 setzen;Fertigteilschacht DN600, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 20, Segment 427. Ausführung gem. DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;1023.36;Schachtbau
05.06.6652;Asphalteinbau PA 11 3 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 26, Segment 269. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;10.67;Straßenbau
06.04.6653;Pflaster Klinkerpflaster 6 cm liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 3 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 33, Segment 224. Ausführung nach DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;11.72;Pflaster
07.10.6654;Ortbeton C40/50 herstellen;Ortbetonbauteil in Klasse C50/60, Expositionsklasse XA1, Sichtklasse SB1. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 23, Segment 434. Ausführung gem. DIN 18300, DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m³. Nachweis: As‑Built.;m³;41.49;Betonbau
08.12.6655;Entwässerungsleitung DN200 KG;Entwässerungsleitung DN400 aus PP-HM mit Gefälle 1.36 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Druckprüfung. Abschnitt 1, Segment 252. Ausführung nach DAfStb-Richtlinie, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;18.22;Entwässerung
09.06.6656;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 15, Segment 161. Dokumentation gem. DIN 1045‑2, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;50.35;Kabelbau
10.09.6657;Erdarbeiten Aushub bis 0.86 m;Erdarbeiten: Aushub bis 1.87 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 5, Segment 76. Ausführung nach DIN 1045‑2, DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;22.53;Erdarbeiten
11.02.6658;Leitung DN250 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN40 aus PE100-RC in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 20, Segment 448. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;68.81;Leitungen
12.04.6659;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN1500, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 13, Segment 205. Ausführung gem. DIN 1998, TL SoB‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;317.93;Schachtbau
01.11.6660;Asphalteinbau AC 16 D 12 cm;Asphalteinbau: SMA 8 S Dicke 8 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 39, Segment 410. Verdichtung und Ebenheit nach DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;28.64;Straßenbau
02.04.6661;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 4 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 4, Segment 60. Ausführung nach DAfStb-Richtlinie, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;30.31;Pflaster
03.04.6662;Ortbeton C40/50 herstellen;Ortbetonbauteil in Klasse C50/60, Expositionsklasse XC3, Sichtklasse ohne Sichtanforderung. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 37, Segment 156. Ausführung gem. DAfStb-Richtlinie, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;54.62;Betonbau
04.09.6663;Entwässerungsleitung DN500 Beton;Entwässerungsleitung DN250 aus KG mit Gefälle 1.56 %, Bettung und Abdeckung gem. EN 1610. Sandfang, TV-Inspektion. Abschnitt 34, Segment 362. Ausführung nach DAfStb-Richtlinie, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;7.62;Entwässerung
05.10.6664;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 9, Segment 310. Dokumentation gem. DIN 1998, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;8.96;Kabelbau
06.12.6665;Erdarbeiten Aushub bis 2.82 m;Erdarbeiten: Aushub bis 0.96 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 4, Segment 240. Ausführung nach DAfStb-Richtlinie, DIN 1998, DIN EN 1610. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;26.42;Erdarbeiten
07.09.6666;Leitung DN355 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus GfK in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 36, Segment 250. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;20.35;Leitungen
08.09.6667;Fertigteilschacht DN800 setzen;Fertigteilschacht DN800, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 34, Segment 439. Ausführung gem. DIN 1045‑2, DIN EN 206, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;484.45;Schachtbau
09.04.6668;Asphalteinbau AC 22 T S 8 cm;Asphalteinbau: SMA 8 S Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 18, Segment 375. Verdichtung und Ebenheit nach DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;34.89;Straßenbau
10.03.6669;Pflaster Granitpflaster 8/10 liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 3 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 48, Segment 425. Ausführung nach DIN 18300, DIN EN 1610. Abrechnung nach m². Nachweis: As‑Built.;m²;6.24;Pflaster
11.03.6670;Ortbeton C45/55 herstellen;Ortbetonbauteil in Klasse C45/55, Expositionsklasse XA2, Sichtklasse SB1. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 2, Segment 440. Ausführung gem. DIN 18300, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;51.37;Betonbau
12.09.6671;Entwässerungsleitung DN500 KG;Entwässerungsleitung DN315 aus KG mit Gefälle 2.78 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Druckprüfung. Abschnitt 39, Segment 248. Ausführung nach DIN 18300, DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;42.58;Entwässerung
01.01.6672;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 4, Segment 433. Dokumentation gem. DIN 1998, DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;82.03;Kabelbau
02.10.6673;Erdarbeiten Aushub bis 1.68 m;Erdarbeiten: Aushub bis 2.84 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 4, Segment 364. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;17.09;Erdarbeiten
03.08.6674;Leitung DN75 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN200 aus GfK in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 34, Segment 393. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;41.31;Leitungen
04.11.6675;Fertigteilschacht DN800 setzen;Fertigteilschacht DN2000, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 10, Segment 137. Ausführung gem. DAfStb-Richtlinie, DIN 18300, DIN 4124, DIN EN 1610. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;1293.06;Schachtbau
05.02.6676;Asphalteinbau SMA 8 S 6 cm;Asphalteinbau: SMA 11 S Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 45, Segment 229. Verdichtung und Ebenheit nach DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;42.48;Straßenbau
06.03.6677;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Klinkerpflaster 6 cm, Bettung 5 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 32, Segment 204. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 1998, DIN 4124. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;34.36;Pflaster
07.10.6678;Ortbeton C25/30 herstellen;Ortbetonbauteil in Klasse C30/37, Expositionsklasse XC3, Sichtklasse SB3. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 8, Segment 89. Ausführung gem. DIN 1998, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;34.43;Betonbau
08.09.6679;Entwässerungsleitung DN150 Beton;Entwässerungsleitung DN100 aus Beton mit Gefälle 1.43 %, Bettung und Abdeckung gem. EN 1610. Sandfang, TV-Inspektion. Abschnitt 34, Segment 180. Ausführung nach DIN 1045‑2, DIN 1998, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;73.03;Entwässerung
09.05.6680;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 44, Segment 231. Dokumentation gem. DAfStb-Richtlinie, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;16.68;Kabelbau
10.07.6681;Erdarbeiten Aushub bis 1.6 m;Erdarbeiten: Aushub bis 0.82 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 31, Segment 22. Ausführung nach DIN 4124, DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;40.11;Erdarbeiten
11.07.6682;Leitung DN200 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN40 aus GfK in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 48, Segment 33. Dichtheitsprüfung gemäß DIN 18300, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;51.84;Leitungen
12.02.6683;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN800, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 50, Segment 215. Ausführung gem. DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;680.95;Schachtbau
01.05.6684;Asphalteinbau AC 16 D 9 cm;Asphalteinbau: SMA 8 S Dicke 8 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 25, Segment 30. Verdichtung und Ebenheit nach DIN EN 1610, DIN EN 206. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;15.81;Straßenbau
02.10.6685;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 4 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 3, Segment 241. Ausführung nach DIN 1998, DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;42.42;Pflaster
03.10.6686;Ortbeton C30/37 herstellen;Ortbetonbauteil in Klasse C40/50, Expositionsklasse XF3, Sichtklasse SB2. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 26, Segment 84. Ausführung gem. DIN 1998, DIN EN 206. Abrechnung nach m³. Nachweis: As‑Built.;m³;55.26;Betonbau
04.05.6687;Entwässerungsleitung DN150 PP-HM;Entwässerungsleitung DN100 aus PP-HM mit Gefälle 2.46 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Druckprüfung. Abschnitt 12, Segment 174. Ausführung nach DAfStb-Richtlinie, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;21.25;Entwässerung
05.09.6688;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 22, Segment 404. Dokumentation gem. DAfStb-Richtlinie, DIN 1998. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;70.98;Kabelbau
06.01.6689;Erdarbeiten Aushub bis 1.62 m;Erdarbeiten: Aushub bis 1.51 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 7, Segment 379. Ausführung nach DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;35.41;Erdarbeiten
07.02.6690;Leitung DN50 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN180 aus PE100-RC in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 28, Segment 247. Dichtheitsprüfung gemäß ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;77.71;Leitungen
08.12.6691;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN1500, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 35, Segment 235. Ausführung gem. DIN 1045‑2, DIN 1998, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;292.92;Schachtbau
09.03.6692;Asphalteinbau PA 11 4 cm;Asphalteinbau: AC 16 D Dicke 5 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 49, Segment 340. Verdichtung und Ebenheit nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;33.12;Straßenbau
10.02.6693;Pflaster Rasengitterstein 10 cm liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 4 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 22, Segment 450. Ausführung nach DIN 18300, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;31.31;Pflaster
11.02.6694;Ortbeton C25/30 herstellen;Ortbetonbauteil in Klasse C30/37, Expositionsklasse XA1, Sichtklasse SB2. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 37, Segment 105. Ausführung gem. DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;60.12;Betonbau
12.01.6695;Entwässerungsleitung DN500 Steinzeug;Entwässerungsleitung DN200 aus KG mit Gefälle 2.27 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Druckprüfung. Abschnitt 48, Segment 473. Ausführung nach DIN 18300, DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;53.27;Entwässerung
01.01.6696;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 31, Segment 374. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;63.24;Kabelbau
02.05.6697;Erdarbeiten Aushub bis 2.17 m;Erdarbeiten: Aushub bis 2.6 m, Bodenklasse BK 2–3, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 18, Segment 233. Ausführung nach DIN 1045‑2, DIN 18300, DIN 4124, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;57.82;Erdarbeiten
03.08.6698;Leitung DN225 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN315 aus PVC-U in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 28, Segment 40. Dichtheitsprüfung gemäß DIN 18300, DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;44.13;Leitungen
04.06.6699;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN1500, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 9, Segment 9. Ausführung gem. DIN 4124, DIN EN 206. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;925.35;Schachtbau
05.01.6700;Asphalteinbau AC 16 D 12 cm;Asphalteinbau: AC 16 D Dicke 11 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 10, Segment 264. Verdichtung und Ebenheit nach DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;32.03;Straßenbau
06.06.6701;Pflaster Klinkerpflaster 6 cm liefern & verlegen;Pflasterdecke Granit Großpflaster 14/17, Bettung 6 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 21, Segment 397. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;42.39;Pflaster
07.03.6702;Ortbeton C30/37 herstellen;Ortbetonbauteil in Klasse C40/50, Expositionsklasse XA1, Sichtklasse SB3. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 47, Segment 352. Ausführung gem. DIN 1045‑2, DIN 1998. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;56.07;Betonbau
08.02.6703;Entwässerungsleitung DN160 Beton;Entwässerungsleitung DN200 aus Steinzeug mit Gefälle 2.49 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, TV-Inspektion. Abschnitt 44, Segment 301. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;26.83;Entwässerung
09.07.6704;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 16, Segment 172. Dokumentation gem. DIN 1045‑2, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;38.07;Kabelbau
10.12.6705;Erdarbeiten Aushub bis 2.01 m;Erdarbeiten: Aushub bis 2.44 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 45, Segment 387. Ausführung nach DIN 18300, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;61.81;Erdarbeiten
11.05.6706;Leitung DN315 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN125 aus Stahl S235 in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 12, Segment 58. Dichtheitsprüfung gemäß DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;31.4;Leitungen
