Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
06.04.7049;Erdarbeiten Aushub bis 1.49 m;Erdarbeiten: Aushub bis 1.02 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 4, Segment 371. Ausführung nach DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;24.1;Erdarbeiten
02.12.7057;Erdarbeiten Aushub bis 1.84 m;Erdarbeiten: Aushub bis 2.69 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 30, Segment 464. Ausführung nach DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;24.98;Erdarbeiten
10.08.7065;Erdarbeiten Aushub bis 2.15 m;Erdarbeiten: Aushub bis 2.24 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 22, Segment 300. Ausführung nach DIN 1998, DIN EN 1610. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;36.0;Erdarbeiten
06.04.7073;Erdarbeiten Aushub bis 1.5 m;Erdarbeiten: Aushub bis 1.57 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 12, Segment 349. Ausführung nach DAfStb-Richtlinie, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;40.41;Erdarbeiten
02.08.7081;Erdarbeiten Aushub bis 1.01 m;Erdarbeiten: Aushub bis 2.58 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 43, Segment 264. Ausführung nach DAfStb-Richtlinie, DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;31.04;Erdarbeiten
10.04.7089;Erdarbeiten Aushub bis 2.78 m;Erdarbeiten: Aushub bis 1.25 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 34, Segment 248. Ausführung nach DIN 1045‑2, DIN 1998, DIN 4124, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;45.63;Erdarbeiten
06.12.7097;Erdarbeiten Aushub bis 0.95 m;Erdarbeiten: Aushub bis 2.4 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 49, Segment 13. Ausführung nach DAfStb-Richtlinie, DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;47.18;Erdarbeiten
02.06.7105;Erdarbeiten Aushub bis 1.06 m;Erdarbeiten: Aushub bis 2.71 m, Bodenklasse BK 2–3, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 22, Segment 493. Ausführung nach DIN 18300, DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;46.33;Erdarbeiten
10.09.7113;Erdarbeiten Aushub bis 1.9 m;Erdarbeiten: Aushub bis 1.28 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 43, Segment 308. Ausführung nach DAfStb-Richtlinie, DIN 18300, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;40.21;Erdarbeiten
06.03.7121;Erdarbeiten Aushub bis 1.33 m;Erdarbeiten: Aushub bis 1.13 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 19, Segment 287. Ausführung nach DAfStb-Richtlinie, DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;17.05;Erdarbeiten
02.11.7129;Erdarbeiten Aushub bis 1.12 m;Erdarbeiten: Aushub bis 1.7 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 38, Segment 473. Ausführung nach DIN 18300, DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;63.41;Erdarbeiten
10.01.7137;Erdarbeiten Aushub bis 1.73 m;Erdarbeiten: Aushub bis 1.15 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 25, Segment 193. Ausführung nach DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;57.66;Erdarbeiten
06.04.7145;Erdarbeiten Aushub bis 0.9 m;Erdarbeiten: Aushub bis 1.59 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 24, Segment 61. Ausführung nach DIN 18300, DIN 1998. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;51.82;Erdarbeiten
02.09.7153;Erdarbeiten Aushub bis 1.77 m;Erdarbeiten: Aushub bis 1.41 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 4, Segment 136. Ausführung nach DIN 1045‑2, DIN 1998. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;35.84;Erdarbeiten
10.09.7161;Erdarbeiten Aushub bis 1.19 m;Erdarbeiten: Aushub bis 2.22 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 8, Segment 17. Ausführung nach DIN 1045‑2, DIN EN 1610. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;38.22;Erdarbeiten
06.04.7169;Erdarbeiten Aushub bis 1.41 m;Erdarbeiten: Aushub bis 2.04 m, Bodenklasse BK 2–3, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 29, Segment 310. Ausführung nach DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;49.29;Erdarbeiten
02.07.7177;Erdarbeiten Aushub bis 0.88 m;Erdarbeiten: Aushub bis 1.49 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 10, Segment 418. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;37.4;Erdarbeiten
10.03.7185;Erdarbeiten Aushub bis 1.37 m;Erdarbeiten: Aushub bis 2.4 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 14, Segment 218. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;57.93;Erdarbeiten
06.07.7193;Erdarbeiten Aushub bis 1.89 m;Erdarbeiten: Aushub bis 1.89 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 36, Segment 136. Ausführung nach TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;50.97;Erdarbeiten
02.12.7201;Erdarbeiten Aushub bis 2.22 m;Erdarbeiten: Aushub bis 1.07 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 21, Segment 96. Ausführung nach DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;14.64;Erdarbeiten
10.07.7209;Erdarbeiten Aushub bis 2.6 m;Erdarbeiten: Aushub bis 1.39 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 8, Segment 198. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;48.55;Erdarbeiten
06.04.7217;Erdarbeiten Aushub bis 2.78 m;Erdarbeiten: Aushub bis 2.17 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 45, Segment 473. Ausführung nach DIN 1045‑2, DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;39.15;Erdarbeiten
02.07.7225;Erdarbeiten Aushub bis 1.54 m;Erdarbeiten: Aushub bis 1.99 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 22, Segment 244. Ausführung nach DIN 1045‑2, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;29.44;Erdarbeiten
10.07.7233;Erdarbeiten Aushub bis 1.26 m;Erdarbeiten: Aushub bis 1.34 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 48, Segment 70. Ausführung nach DIN 18300, DIN 1998, DIN 4124. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;17.84;Erdarbeiten
06.12.7241;Erdarbeiten Aushub bis 1.22 m;Erdarbeiten: Aushub bis 1.32 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 40, Segment 325. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 1998, DIN EN 1610. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;41.21;Erdarbeiten
02.02.7249;Erdarbeiten Aushub bis 2.08 m;Erdarbeiten: Aushub bis 1.32 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 40, Segment 270. Ausführung nach DIN 1045‑2, DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;43.8;Erdarbeiten
10.07.7257;Erdarbeiten Aushub bis 0.9 m;Erdarbeiten: Aushub bis 2.09 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 22, Segment 368. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN 4124. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;34.47;Erdarbeiten
06.11.7265;Erdarbeiten Aushub bis 2.14 m;Erdarbeiten: Aushub bis 1.16 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 46, Segment 93. Ausführung nach DIN 1045‑2, DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;21.2;Erdarbeiten
02.03.7273;Erdarbeiten Aushub bis 1.7 m;Erdarbeiten: Aushub bis 2.58 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 26, Segment 495. Ausführung nach DIN 18300, DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;56.72;Erdarbeiten
10.02.7281;Erdarbeiten Aushub bis 2.56 m;Erdarbeiten: Aushub bis 1.91 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 12, Segment 426. Ausführung nach DIN 1045‑2, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;50.56;Erdarbeiten
06.08.7289;Erdarbeiten Aushub bis 2.06 m;Erdarbeiten: Aushub bis 2.29 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 32, Segment 58. Ausführung nach DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;25.59;Erdarbeiten
02.10.7297;Erdarbeiten Aushub bis 1.2 m;Erdarbeiten: Aushub bis 0.84 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 37, Segment 374. Ausführung nach DIN 1998, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;60.76;Erdarbeiten
10.03.7305;Erdarbeiten Aushub bis 1.14 m;Erdarbeiten: Aushub bis 2.59 m, Bodenklasse BK 2–3, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 18, Segment 267. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;51.48;Erdarbeiten
06.05.7313;Erdarbeiten Aushub bis 2.11 m;Erdarbeiten: Aushub bis 1.06 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 50, Segment 188. Ausführung nach DAfStb-Richtlinie, DIN EN 206. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;36.12;Erdarbeiten
02.09.7321;Erdarbeiten Aushub bis 2.52 m;Erdarbeiten: Aushub bis 1.56 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 49, Segment 71. Ausführung nach DAfStb-Richtlinie, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;25.81;Erdarbeiten
10.03.7329;Erdarbeiten Aushub bis 2.88 m;Erdarbeiten: Aushub bis 2.09 m, Bodenklasse BK 2–3, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 14, Segment 269. Ausführung nach DIN 18300, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;29.59;Erdarbeiten
06.06.7337;Erdarbeiten Aushub bis 2.42 m;Erdarbeiten: Aushub bis 2.82 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 36, Segment 151. Ausführung nach DAfStb-Richtlinie, DIN 1998. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;59.34;Erdarbeiten
02.02.7345;Erdarbeiten Aushub bis 2.51 m;Erdarbeiten: Aushub bis 2.2 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 11, Segment 135. Ausführung nach DAfStb-Richtlinie, DIN 1998. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;63.75;Erdarbeiten
10.05.7353;Erdarbeiten Aushub bis 2.1 m;Erdarbeiten: Aushub bis 2.91 m, Bodenklasse BK 2–3, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 26, Segment 438. Ausführung nach DAfStb-Richtlinie, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;56.98;Erdarbeiten
06.10.7361;Erdarbeiten Aushub bis 2.8 m;Erdarbeiten: Aushub bis 0.82 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 23, Segment 200. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN EN 1610. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;17.56;Erdarbeiten
02.11.7369;Erdarbeiten Aushub bis 1.0 m;Erdarbeiten: Aushub bis 1.99 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 17, Segment 52. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;46.45;Erdarbeiten
10.09.7377;Erdarbeiten Aushub bis 1.34 m;Erdarbeiten: Aushub bis 2.81 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 17, Segment 393. Ausführung nach DIN 1045‑2, DIN 18300, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;50.81;Erdarbeiten
06.03.7385;Erdarbeiten Aushub bis 2.96 m;Erdarbeiten: Aushub bis 2.62 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 12, Segment 275. Ausführung nach DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;47.96;Erdarbeiten
02.12.7393;Erdarbeiten Aushub bis 2.46 m;Erdarbeiten: Aushub bis 2.97 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 8, Segment 248. Ausführung nach DIN 18300, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;24.46;Erdarbeiten
10.08.7401;Erdarbeiten Aushub bis 2.42 m;Erdarbeiten: Aushub bis 2.27 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 18, Segment 293. Ausführung nach DIN 1045‑2, DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;24.41;Erdarbeiten
06.03.7409;Erdarbeiten Aushub bis 2.67 m;Erdarbeiten: Aushub bis 2.08 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 46, Segment 228. Ausführung nach DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;17.64;Erdarbeiten
02.12.7417;Erdarbeiten Aushub bis 0.92 m;Erdarbeiten: Aushub bis 2.35 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 44, Segment 231. Ausführung nach DIN 18300, DIN EN 206. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;57.65;Erdarbeiten
10.08.7425;Erdarbeiten Aushub bis 0.88 m;Erdarbeiten: Aushub bis 2.88 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 1, Segment 31. Ausführung nach DIN 18300, DIN EN 206. Abrechnung nach m³. Nachweis: As‑Built.;m³;13.33;Erdarbeiten
06.04.7433;Erdarbeiten Aushub bis 2.42 m;Erdarbeiten: Aushub bis 1.34 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 2, Segment 431. Ausführung nach DIN 18300, DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;21.32;Erdarbeiten
02.01.7441;Erdarbeiten Aushub bis 1.81 m;Erdarbeiten: Aushub bis 0.92 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 35, Segment 297. Ausführung nach DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;42.8;Erdarbeiten
10.05.7449;Erdarbeiten Aushub bis 1.04 m;Erdarbeiten: Aushub bis 1.73 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 1, Segment 447. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;62.9;Erdarbeiten
06.01.7457;Erdarbeiten Aushub bis 1.19 m;Erdarbeiten: Aushub bis 1.13 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 46, Segment 457. Ausführung nach DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;25.9;Erdarbeiten
02.07.7465;Erdarbeiten Aushub bis 1.0 m;Erdarbeiten: Aushub bis 1.14 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 6, Segment 447. Ausführung nach DIN 4124, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;58.91;Erdarbeiten
10.05.7473;Erdarbeiten Aushub bis 0.92 m;Erdarbeiten: Aushub bis 2.91 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 47, Segment 53. Ausführung nach DIN 1045‑2, DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;51.93;Erdarbeiten
06.08.7481;Erdarbeiten Aushub bis 2.97 m;Erdarbeiten: Aushub bis 2.29 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 13, Segment 103. Ausführung nach DIN 1998, DIN 4124, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;51.86;Erdarbeiten
02.09.7489;Erdarbeiten Aushub bis 2.24 m;Erdarbeiten: Aushub bis 1.26 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 45, Segment 155. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;34.61;Erdarbeiten
10.02.7497;Erdarbeiten Aushub bis 2.88 m;Erdarbeiten: Aushub bis 2.76 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 19, Segment 302. Ausführung nach DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;54.14;Erdarbeiten
06.10.7505;Erdarbeiten Aushub bis 1.74 m;Erdarbeiten: Aushub bis 2.59 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 46, Segment 343. Ausführung nach DIN 1045‑2, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;33.8;Erdarbeiten
02.05.7513;Erdarbeiten Aushub bis 2.71 m;Erdarbeiten: Aushub bis 1.46 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 16, Segment 218. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;15.6;Erdarbeiten
10.06.7521;Erdarbeiten Aushub bis 1.33 m;Erdarbeiten: Aushub bis 2.35 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 38, Segment 273. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, TL SoB‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;38.42;Erdarbeiten
06.07.7529;Erdarbeiten Aushub bis 2.67 m;Erdarbeiten: Aushub bis 1.64 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 21, Segment 160. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 4124. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;36.27;Erdarbeiten
02.06.7537;Erdarbeiten Aushub bis 2.65 m;Erdarbeiten: Aushub bis 2.26 m, Bodenklasse BK 2–3, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 45, Segment 404. Ausführung nach DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;12.41;Erdarbeiten
10.03.7545;Erdarbeiten Aushub bis 1.81 m;Erdarbeiten: Aushub bis 2.71 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 44, Segment 174. Ausführung nach DIN 1045‑2, DIN 18300, DIN 1998, DIN EN 206. Abrechnung nach m³. Nachweis: As‑Built.;m³;55.91;Erdarbeiten
06.10.7553;Erdarbeiten Aushub bis 1.63 m;Erdarbeiten: Aushub bis 1.93 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 14, Segment 265. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;28.08;Erdarbeiten
02.01.7561;Erdarbeiten Aushub bis 2.54 m;Erdarbeiten: Aushub bis 1.62 m, Bodenklasse BK 2–3, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 7, Segment 361. Ausführung nach DIN 1045‑2, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;27.03;Erdarbeiten
10.06.7569;Erdarbeiten Aushub bis 1.97 m;Erdarbeiten: Aushub bis 1.55 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 12, Segment 94. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;53.52;Erdarbeiten
